time         ,iter.    ,bestScore,live    ,dead    ,lambdaLeft,liftReachable,mapName
1342352891378,     1742,      508,     733,     -24,         3,            0,map8
1342352891583,     9367,      555,    2328,     -76,         0,            0,map8
1342352891819,    13562,      555,    4002,    -264,         0,            0,map8
1342352892094,    18425,      555,    5933,    -586,         0,            0,map8
1342352892462,    26652,      555,    7298,    -669,         0,            0,map8
1342352892772,    31299,      555,    8433,    -810,         0,            0,map8
1342352892989,    36518,      555,    9595,    -892,         0,            0,map8
1342352893315,    41359,      555,   10818,    -975,         0,            0,map8
1342352893524,    46447,      555,   11958,   -1120,         0,            0,map8
1342352893735,    51186,      557,   13232,   -1260,         0,            0,map8
1342352893975,    60352,      557,   14555,   -1340,         0,            0,map8
1342352894202,    67284,      557,   15694,   -1459,         0,            0,map8
1342352894441,    73856,      557,   17365,   -1697,         0,            0,map8
1342352894650,    82833,      557,   18708,   -1761,         0,            0,map8
1342352894885,    90860,      557,   19518,   -1569,         0,            0,map8
1342352895113,    98763,      557,   21189,   -1723,         0,            0,map8
1342352895343,   108371,      557,   22928,   -1926,         0,            0,map8
1342352895546,   112518,      557,   24087,   -2163,         0,            0,map8
1342352895769,   118861,      557,   25540,   -2416,         0,            0,map8
1342352895998,   128262,      563,   27318,   -2755,         0,            0,map8
1342352896411,   130166,      563,   27958,   -2910,         0,            0,map8
1342352896640,   138220,      563,   29694,   -3242,         0,            0,map8
1342352896852,   144764,      563,   31377,   -3571,         0,            0,map8
1342352897077,   150728,      563,   32966,   -3733,         0,            0,map8
1342352897304,   158772,      563,   34098,   -3620,         0,            0,map8
1342352897535,   168009,      563,   36160,   -3903,         0,            0,map8
1342352897739,   173607,      563,   36813,   -3936,         0,            0,map8
1342352897967,   182716,      563,   38604,   -4142,         0,            0,map8
1342352898194,   191928,      563,   40562,   -4597,         0,            0,map8
1342352898396,   197371,      563,   41839,   -4884,         0,            0,map8
1342352898623,   206660,      563,   43451,   -4958,         0,            0,map8
1342352898845,   213753,      563,   44903,   -5041,         0,            0,map8
1342352899068,   217274,      563,   46083,   -5327,         0,            0,map8
1342352899304,   226185,      563,   47650,   -5511,         0,            0,map8
1342352899523,   231790,      563,   48818,   -5764,         0,            0,map8
1342352899732,   235730,      563,   49577,   -5846,         0,            0,map8
1342352899962,   243072,      563,   51663,   -6314,         0,            0,map8
1342352900173,   251968,      563,   53085,   -6415,         0,            0,map8
1342352900398,   258328,      563,   54095,   -6547,         0,            0,map8
1342352900638,   269718,      563,   55961,   -6726,         0,            0,map8
1342352900839,   275672,      563,   56976,   -7014,         0,            0,map8
1342352901071,   280838,      563,   58252,   -7198,         0,            0,map8
1342352901304,   288561,      563,   59452,   -7308,         0,            0,map8
1342352901513,   296585,      563,   60879,   -7615,         0,            0,map8
1342352901722,   302042,      563,   61482,   -7667,         0,            0,map8
1342352901958,   309820,      563,   63294,   -7943,         0,            0,map8
1342352902167,   314934,      563,   64467,   -8183,         0,            0,map8
1342352902390,   320922,      563,   65995,   -8463,         0,            0,map8
1342352902630,   330439,      563,   67607,   -8568,         0,            0,map8
1342352902845,   335321,      563,   68856,   -8907,         0,            0,map8
1342352903144,   340312,      563,   69827,   -9134,         0,            0,map8
1342352903387,   343447,      563,   69892,   -8343,         0,            0,map8
1342352903627,   347415,      563,   69891,   -7083,         0,            0,map8
1342352903858,   350533,      563,   69987,   -6186,         0,            0,map8
1342352904091,   353836,      563,   69993,   -5148,         0,            0,map8
1342352904324,   357716,      563,   70022,   -3963,         0,            0,map8
1342352904562,   361673,      563,   70037,   -2789,         0,            0,map8
1342352904776,   363584,      563,   70066,   -2256,         0,            0,map8
1342352904982,   366673,      563,   70143,   -1411,         0,            0,map8
1342352905211,   370471,      563,   70207,    -350,         0,            0,map8
1342352905421,   373633,      563,   70229,     474,         0,            0,map8
1342352905651,   376931,      563,   70212,    1424,         0,            0,map8
1342352905880,   380146,      563,   70239,    2456,         0,            0,map8
1342352906115,   383842,      563,   70329,    3438,         0,            0,map8
1342352906315,   386009,      563,   70320,    4020,         0,            0,map8
